type,description,severity,location.type,location.coordinates,reportedAt,verified
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.040566, 28.473183]",08-03-2025 13:24,FALSE
theft,Reported theft case,1,Point,"[76.979415, 28.45476]",07-04-2025 13:24,TRUE
theft,Reported theft case,3,Point,"[77.387855, 28.516448]",11-07-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[76.996741, 28.417855]",27-04-2025 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.223822, 28.579909]",02-06-2024 13:24,FALSE
theft,Reported theft case,2,Point,"[77.167023, 28.579064]",27-03-2024 13:24,TRUE
theft,Reported theft case,2,Point,"[77.245922, 28.628656]",02-08-2023 13:24,FALSE
theft,Reported theft case,5,Point,"[76.99525, 28.42384]",15-01-2025 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.4583, 28.668396]",02-11-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.339819, 28.45324]",13-07-2024 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.038676, 28.428175]",01-07-2024 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.415809, 28.569604]",04-10-2023 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.257377, 28.647012]",27-01-2024 13:24,TRUE
theft,Reported theft case,5,Point,"[77.320691, 28.455132]",30-11-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.391798, 28.494673]",16-10-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.057103, 28.492907]",14-10-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.350146, 28.430869]",07-02-2023 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.344421, 28.399711]",23-03-2025 13:24,TRUE
other,Miscellaneous safety concern reported,2,Point,"[77.203922, 28.617568]",08-06-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.041793, 28.427878]",14-11-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.207468, 28.595246]",14-05-2025 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[76.988589, 28.505351]",22-05-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.399935, 28.570977]",13-04-2024 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.230107, 28.591167]",26-12-2024 13:24,TRUE
theft,Reported theft case,1,Point,"[77.401475, 28.532757]",12-02-2025 13:24,TRUE
theft,Reported theft case,5,Point,"[77.47575, 28.701331]",23-06-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.309753, 28.395705]",27-03-2025 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.074337, 28.509032]",21-04-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.176378, 28.616001]",25-01-2025 13:24,TRUE
other,Miscellaneous safety concern reported,1,Point,"[77.198979, 28.62001]",02-10-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.440189, 28.566287]",26-09-2024 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[76.984494, 28.452446]",22-04-2023 13:24,FALSE
other,Miscellaneous safety concern reported,2,Point,"[77.482445, 28.656621]",13-02-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.250572, 28.606793]",25-11-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.026531, 28.497612]",12-12-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.230033, 28.660165]",12-03-2023 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[76.978528, 28.500786]",14-02-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.478243, 28.707517]",28-02-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.196266, 28.603522]",18-01-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.29645, 28.457424]",23-06-2023 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.00975, 28.484202]",07-03-2024 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.43781, 28.49687]",13-10-2023 13:24,FALSE
theft,Reported theft case,2,Point,"[77.449726, 28.677518]",08-03-2023 13:24,FALSE
theft,Reported theft case,1,Point,"[77.29975, 28.373512]",31-08-2024 13:24,TRUE
theft,Reported theft case,5,Point,"[77.160973, 28.57969]",31-07-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.074833, 28.42254]",20-12-2022 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.443614, 28.699194]",08-03-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.445762, 28.700657]",02-04-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.355847, 28.557754]",30-05-2023 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.278465, 28.413977]",08-02-2025 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.343424, 28.418068]",04-11-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.356473, 28.54007]",14-06-2023 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.050235, 28.50068]",02-04-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.227343, 28.648062]",23-06-2023 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.451226, 28.620845]",07-03-2023 13:24,TRUE
theft,Reported theft case,5,Point,"[77.272958, 28.456823]",15-03-2024 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.338875, 28.405235]",08-04-2024 13:24,TRUE
theft,Reported theft case,5,Point,"[77.451661, 28.653109]",13-09-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.010293, 28.500723]",19-11-2024 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.478198, 28.648004]",26-03-2024 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.314048, 28.423826]",01-08-2023 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.409172, 28.499723]",06-01-2023 13:24,TRUE
theft,Reported theft case,1,Point,"[77.009455, 28.410045]",27-01-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.474103, 28.68205]",29-10-2024 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.372843, 28.490135]",22-02-2025 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.370553, 28.56235]",02-04-2024 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.35598, 28.416354]",01-01-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.408482, 28.578935]",15-01-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.491149, 28.629961]",04-08-2024 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.211972, 28.648529]",26-03-2023 13:24,TRUE
theft,Reported theft case,2,Point,"[77.164288, 28.609332]",28-01-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[76.988989, 28.493632]",20-12-2023 13:24,TRUE
theft,Reported theft case,1,Point,"[76.987864, 28.499301]",24-11-2024 13:24,TRUE
theft,Reported theft case,3,Point,"[77.032417, 28.461201]",05-08-2023 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.349142, 28.511694]",12-11-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.258843, 28.640308]",19-03-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.220063, 28.631104]",22-05-2025 13:24,FALSE
theft,Reported theft case,5,Point,"[76.994381, 28.47762]",21-02-2024 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.05608, 28.414341]",10-05-2023 13:24,TRUE
theft,Reported theft case,1,Point,"[77.345564, 28.412098]",31-05-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.385732, 28.497723]",30-01-2025 13:24,FALSE
theft,Reported theft case,3,Point,"[77.200428, 28.569616]",30-05-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.377058, 28.555905]",03-04-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.242576, 28.616043]",10-07-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.370374, 28.583808]",15-05-2025 13:24,FALSE
other,Miscellaneous safety concern reported,2,Point,"[77.463273, 28.716494]",28-01-2024 13:24,FALSE
theft,Reported theft case,1,Point,"[77.345711, 28.57554]",03-01-2025 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.338543, 28.427901]",16-07-2023 13:24,TRUE
theft,Reported theft case,3,Point,"[77.016705, 28.424004]",17-03-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.074901, 28.475524]",23-09-2023 13:24,FALSE
theft,Reported theft case,5,Point,"[76.985622, 28.477982]",26-04-2025 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.35558, 28.58209]",27-05-2023 13:24,TRUE
other,Miscellaneous safety concern reported,1,Point,"[77.28795, 28.438476]",22-05-2025 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.471512, 28.700076]",26-09-2024 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.313184, 28.429624]",29-02-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.46483, 28.619258]",14-05-2025 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.342163, 28.576865]",01-10-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.432353, 28.65607]",14-05-2023 13:24,FALSE
other,Miscellaneous safety concern reported,5,Point,"[77.465986, 28.6778]",19-12-2024 13:24,TRUE
theft,Reported theft case,3,Point,"[77.433521, 28.582745]",03-10-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.464376, 28.626392]",10-12-2022 13:24,TRUE
theft,Reported theft case,4,Point,"[77.185368, 28.583507]",04-05-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[76.987047, 28.420598]",09-09-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.026262, 28.413422]",12-01-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.294874, 28.438001]",07-09-2023 13:24,FALSE
theft,Reported theft case,4,Point,"[77.451555, 28.656279]",03-05-2024 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.48192, 28.65561]",26-11-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.438825, 28.625612]",08-11-2024 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.397532, 28.496949]",19-05-2023 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.310413, 28.388454]",26-01-2024 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.22421, 28.61057]",27-04-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.240333, 28.639733]",12-09-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.069564, 28.424728]",23-12-2023 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.055129, 28.415627]",27-10-2024 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[76.99764, 28.469571]",02-11-2024 13:24,TRUE
other,Miscellaneous safety concern reported,2,Point,"[77.335944, 28.367061]",14-08-2024 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.364855, 28.398295]",19-10-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.252374, 28.663306]",01-03-2023 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.41894, 28.530542]",30-12-2024 13:24,TRUE
theft,Reported theft case,1,Point,"[77.31954, 28.362444]",26-02-2024 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.244525, 28.655462]",19-12-2022 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.459907, 28.679732]",11-02-2023 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.256544, 28.588083]",06-09-2023 13:24,TRUE
other,Miscellaneous safety concern reported,2,Point,"[77.191192, 28.652128]",19-04-2025 13:24,FALSE
theft,Reported theft case,1,Point,"[77.309119, 28.405246]",29-04-2023 13:24,TRUE
theft,Reported theft case,5,Point,"[77.333651, 28.423495]",09-04-2025 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.427843, 28.690372]",06-10-2024 13:24,FALSE
other,Miscellaneous safety concern reported,2,Point,"[77.399324, 28.579112]",29-01-2023 13:24,FALSE
theft,Reported theft case,2,Point,"[77.485013, 28.6405]",10-10-2024 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.483611, 28.698271]",18-06-2024 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.327169, 28.454003]",07-02-2025 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.413382, 28.489345]",20-11-2024 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.449915, 28.637514]",22-12-2024 13:24,TRUE
theft,Reported theft case,1,Point,"[77.381911, 28.542185]",20-02-2023 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.052805, 28.43159]",01-09-2024 13:24,FALSE
theft,Reported theft case,1,Point,"[77.400445, 28.575337]",11-08-2024 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.384578, 28.568574]",07-05-2023 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.410781, 28.661014]",28-01-2023 13:24,FALSE
theft,Reported theft case,2,Point,"[77.442604, 28.629314]",02-11-2024 13:24,FALSE
theft,Reported theft case,3,Point,"[77.432022, 28.64062]",05-07-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.063598, 28.43617]",23-07-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.032774, 28.422549]",28-03-2025 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.274297, 28.43655]",05-07-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.3667, 28.542962]",23-12-2023 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.377224, 28.511043]",17-04-2024 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.037244, 28.428752]",15-06-2023 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.407768, 28.698076]",07-08-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.354748, 28.490489]",13-06-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.443873, 28.678699]",02-07-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.478277, 28.632746]",24-01-2025 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.318628, 28.445647]",23-07-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.365773, 28.430279]",02-04-2025 13:24,FALSE
theft,Reported theft case,4,Point,"[77.484051, 28.697691]",20-04-2024 13:24,FALSE
other,Miscellaneous safety concern reported,2,Point,"[77.198062, 28.597879]",09-02-2023 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.404396, 28.559915]",04-10-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.369781, 28.567977]",01-09-2023 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.232145, 28.572031]",21-12-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.224968, 28.613808]",14-08-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.319869, 28.429358]",23-01-2024 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.429448, 28.705311]",30-09-2023 13:24,TRUE
other,Miscellaneous safety concern reported,2,Point,"[77.164501, 28.646442]",27-02-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.009419, 28.508575]",28-12-2024 13:24,TRUE
harassment,Reported incident of harassment,5,Point,"[77.271884, 28.458341]",28-04-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.408475, 28.545844]",25-02-2024 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.184153, 28.576916]",10-04-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.226351, 28.593578]",24-06-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.450139, 28.631106]",19-12-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.497889, 28.692147]",12-10-2024 13:24,FALSE
theft,Reported theft case,4,Point,"[77.424989, 28.542982]",04-02-2023 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.01857, 28.508407]",22-01-2025 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.381027, 28.548717]",20-02-2025 13:24,TRUE
other,Miscellaneous safety concern reported,1,Point,"[77.321514, 28.420775]",02-11-2023 13:24,TRUE
theft,Reported theft case,2,Point,"[77.489939, 28.654849]",30-05-2024 13:24,TRUE
theft,Reported theft case,5,Point,"[77.464675, 28.696699]",10-04-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.356922, 28.517257]",14-07-2024 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.328505, 28.370108]",25-07-2023 13:24,FALSE
theft,Reported theft case,2,Point,"[77.465079, 28.69899]",07-05-2023 13:24,FALSE
theft,Reported theft case,3,Point,"[77.272032, 28.454779]",28-08-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.434086, 28.716662]",14-10-2024 13:24,TRUE
